Gemeente,Jaar,Naam bibliotheek locaties,Type,Straat bibliotheek locaties,Huisnummer bibliotheek locaties,Postcode bibltiotheek locaties
Aalst,2017,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2017,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2017,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2017,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2017,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2016,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2016,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2016,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2016,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2016,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2015,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2015,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2015,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2015,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2015,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2014,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2014,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2014,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2014,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2014,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2013,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2013,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2013,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2013,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2013,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2012,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2012,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2012,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2012,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2012,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2011,Bibliotheekpunt De Arend,Bedieningspunt,Binnenstraat,308,9300
Aalst,2011,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2011,Filiaal Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2011,Filiaal Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2011,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2011,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2010,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2010,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2010,Uitleenpost De Arend,Bedieningspunt,Binnenstraat,308,9300
Aalst,2010,Uitleenpost Gijzegem,Bedieningspunt,Gijzegem-Dorp,16,9308
Aalst,2010,Uitleenpost Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2010,Uitleenpost Meldert,Bedieningspunt,Meldert-Dorp,17,9310
Aalst,2010,Uitleenpost Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2010,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2009,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2009,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2009,Uitleenpost De Arend,Bedieningspunt,Binnenstraat,308,9300
Aalst,2009,Uitleenpost Gijzegem,Bedieningspunt,Gijzegem-Dorp,16,9308
Aalst,2009,Uitleenpost Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2009,Uitleenpost Meldert,Bedieningspunt,Meldert-Dorp,17,9310
Aalst,2009,Uitleenpost Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2009,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2008,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2008,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2008,Uitleenpost De Arend,Bedieningspunt,Binnenstraat,308,9300
Aalst,2008,Uitleenpost Gijzegem,Bedieningspunt,Gijzegem-Dorp,16,9308
Aalst,2008,Uitleenpost Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2008,Uitleenpost Meldert,Bedieningspunt,Meldert-Dorp,17,9310
Aalst,2008,Uitleenpost Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2008,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2007,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2007,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2007,Uitleenpost De Arend,Bedieningspunt,Binnenstraat,308,9300
Aalst,2007,Uitleenpost Gijzegem,Bedieningspunt,Gijzegem-Dorp,16,9308
Aalst,2007,Uitleenpost Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2007,Uitleenpost Meldert,Bedieningspunt,Meldert-Dorp,17,9310
Aalst,2007,Uitleenpost Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2007,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalst,2006,Filiaal Erembodegem,Bedieningspunt,Gaston De schepperstraat,11,9320
Aalst,2006,Filiaal Terlinden,Bedieningspunt,Square Jacques Geerinckx,2,9300
Aalst,2006,Uitleenpost De Arend,Bedieningspunt,Binnenstraat,308,9300
Aalst,2006,Uitleenpost Gijzegem,Bedieningspunt,Gijzegem-Dorp,16,9308
Aalst,2006,Uitleenpost Herdersem,Bedieningspunt,Kouterbaan,11,9310
Aalst,2006,Uitleenpost Meldert,Bedieningspunt,Meldert-Dorp,17,9310
Aalst,2006,Uitleenpost Nieuwerkerken,Bedieningspunt,Schoolstraat,2,9320
Aalst,2006,Utopia - Hoofdbibliotheek AALST,Hoofdbibliotheek,Utopia,1,9300
Aalter,2017,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2017,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2017,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2017,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2017,Gevangenisbibliotheek,Bedieningspunt,Bruggesteenweg,128,8755
Aalter,2017,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2016,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2016,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2015,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2015,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2015,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2015,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2015,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2015,Gevangenisbibliotheek,Bedieningspunt,Bruggesteenweg,128,8755
Aalter,2015,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2015,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2014,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2014,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2014,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2014,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2014,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2014,Gevangenisbibliotheek,Bedieningspunt,Bruggesteenweg,128,8755
Aalter,2014,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2014,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2013,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2013,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2013,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2013,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2013,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2013,Gevangenisbibliotheek,Bedieningspunt,Bruggesteenweg,128,8755
Aalter,2013,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2013,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2012,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2012,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2012,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2012,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2012,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2012,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2012,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2011,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2011,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2011,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2011,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2011,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2011,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2011,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2010,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2010,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2010,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2010,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2010,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2010,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2010,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2009,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2009,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2009,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2009,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2009,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2009,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2009,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2008,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2008,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2008,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2008,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2008,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2008,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2008,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2007,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2007,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2007,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2007,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2007,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2007,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2007,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aalter,2006,'t Boekengoed,Hoofdbibliotheek,Veldstraat,53,9910
Aalter,2006,Bibliotheekuitleenpost Bellem,Bedieningspunt,Bellemdorpweg,5,9880
Aalter,2006,Bibliotheekuitleenpost Lotenhulle,Bedieningspunt,Lodorp,68,9880
Aalter,2006,Bibliotheekuitleenpost Poeke,Bedieningspunt,Poekedorpstraat,39,9880
Aalter,2006,Bibliotheekuitleenpost Ruiselede Het Portaal,Bedieningspunt,Nieuwstraat,8,8755
Aalter,2006,Bibliotheekuitleenpost Sint-Maria-Aalter,Bedieningspunt,Oude Kantschoolstraat,7,9880
Aalter,2006,Hoofdbibliotheek AALTER,Hoofdbibliotheek,Boomgaardstraat,10,9880
Aalter,2006,Uitleenpost Ursel,Bedieningspunt,Eekloseweg,6 A,9910
Aarschot,2019,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2019,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2019,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2018,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2018,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2018,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2017,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2017,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2017,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2016,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2016,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2016,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2015,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2015,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2015,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2014,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2014,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2014,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2013,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2013,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2013,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2012,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2012,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2012,Schooluitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,23,3200
Aarschot,2012,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2011,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2011,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2011,Schooluitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,23,3200
Aarschot,2011,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2010,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2010,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2010,Schooluitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,23,3200
Aarschot,2010,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2009,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2009,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2009,Schooluitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,23,3200
Aarschot,2009,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2008,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2008,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2008,Uitleenpost Gelrode,Bedieningspunt,Pastoor Dergentstraat,48,3200
Aarschot,2008,Uitleenpost Langdorp-Centrum,Bedieningspunt,Testeltsesteenweg,31,3201
Aarschot,2008,Uitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,10,3200
Aarschot,2008,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2007,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2007,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2007,Uitleenpost Gelrode,Bedieningspunt,Pastoor Dergentstraat,48,3200
Aarschot,2007,Uitleenpost Langdorp-Centrum,Bedieningspunt,Testeltsesteenweg,31,3201
Aarschot,2007,Uitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,10,3200
Aarschot,2007,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aarschot,2006,Filiaal Rillaar,Bedieningspunt,Tieltseweg,1,3202
Aarschot,2006,Hoofdbibliotheek AARSCHOT,Hoofdbibliotheek,Elisabethlaan,103A,3200
Aarschot,2006,Uitleenpost Gelrode,Bedieningspunt,Pastoor Dergentstraat,48,3200
Aarschot,2006,Uitleenpost Langdorp-Centrum,Bedieningspunt,Testeltsesteenweg,31,3201
Aarschot,2006,Uitleenpost Ourodenberg,Bedieningspunt,Kerkstraat,10,3200
Aarschot,2006,Uitleenpost Wolfsdonk,Bedieningspunt,Weybroekstraat,1,3201
Aartselaar,2015,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2014,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2013,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2012,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2011,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2010,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2009,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
Aartselaar,2008,Hoofdbibliotheek AARTSELAAR,Hoofdbibliotheek,Della Faillelaan,32,2630
